name,risk_level,latitude,longitude
STARLINK-1736,3,-90,111
,1,-32,-180
STARLINK-1746,3,-90,-9
,1,45,-180
GAOFEN-13 01,5,-90,-60
,1,-11,-180
STARLINK-1716,3,-90,-98
,1,79,-180
STARLINK-1718,4,-90,67
,1,65,-180
STARLINK-1773,5,-90,-106
,1,23,-180
STARLINK-1775,4,-90,-81
,1,88,-180
STARLINK-1781,5,-90,24
,1,45,-180
STARLINK-1784,4,-90,-67
,1,-69,-180
STARLINK-1788,5,-90,-8
,1,-23,-180
STARLINK-1789,2,-90,-154
,1,-39,-180
STARLINK-1790,4,-90,-36
,1,58,-180
STARLINK-1792,4,-90,-114
,1,-72,-180
STARLINK-1795,4,-90,12
,1,-51,-180
STARLINK-1797,5,-90,-78
,1,49,-180
STARLINK-1799,2,-90,-76
,1,29,-180
STARLINK-1800,1,-90,152
,1,-37,-180
STARLINK-1801,1,-90,-51
,1,29,-180
STARLINK-1802,5,-90,-101
,1,58,-180
STARLINK-1805,5,-90,115
,1,-39,-180
STARLINK-1807,1,-90,-20
,1,-12,-180
STARLINK-1810,1,-90,10
,1,-43,-180
STARLINK-1814,5,-90,152
,1,43,-180
STARLINK-1815,3,-90,-102
,1,-61,-180
STARLINK-1816,2,-90,-92
,1,46,-180
STARLINK-1817,1,-90,169
,1,-79,-180
STARLINK-1818,1,-90,91
,1,58,-180
STARLINK-1820,1,-90,-68
,1,-39,-180
STARLINK-1821,5,-90,67
,1,42,-180
STARLINK-1822,4,-90,-150
,1,-56,-180
STARLINK-1826,2,-90,164
,1,40,-180
STARLINK-1828,3,-90,8
,1,36,-180
STARLINK-1830,3,-90,165
,1,62,-180
STARLINK-1848,3,-90,70
,1,30,-180
STARLINK-1892,5,-90,138
,1,14,-180
STARLINK-1894,2,-90,-39
,1,19,-180
STARLINK-1905,5,-90,28
,1,81,-180
STARLINK-1911,4,-90,-102
,1,69,-180
STARLINK-1922,1,-90,105
,1,-67,-180
STARLINK-1924,2,-90,-179
,1,-10,-180
STARLINK-1928,2,-90,59
,1,-50,-180
STARLINK-1903,2,-90,126
,1,43,-180
STARLINK-1832,5,-90,28
,1,26,-180
STARLINK-1835,1,-90,-119
,1,68,-180
STARLINK-1882,5,-90,-141
,1,43,-180
STARLINK-1893,3,-90,-12
,1,-28,-180
STARLINK-1931,3,-90,158
,1,66,-180
STARLINK-1934,1,-90,-4
,1,-41,-180
STARLINK-1942,1,-90,-84
,1,10,-180
STARLINK-1944,3,-90,-37
,1,-52,-180
COSMOS 2547 [GLONASS-K],3,-90,122
,1,-68,-180
YAOGAN-30 08A,1,-90,-39
,1,-75,-180
YAOGAN-30 08B,4,-90,176
,1,69,-180
YAOGAN-30 08C,3,-90,107
,1,28,-180
TIANQI-6,5,-90,34
,1,-5,-180
CE-SAT IIB,3,-90,144
,1,-78,-180
NAVSTAR 80 (USA 309),1,-90,81
,1,19,-180
RISAT-2BR2,1,-90,141
,1,2,-180
KSM1-C,1,-90,39
,1,21,-180
KSM1-D,1,-90,-69
,1,22,-180
KSM1-A,5,-90,-156
,1,-53,-180
R2,5,-90,19
,1,-17,-180
KSM1-B,1,-90,53
,1,18,-180
TIANTONG-1 2,1,-90,144
,1,-20,-180
DRAGRACER 2 (AUGURY),1,-90,9
,1,-53,-180
SENTINEL-6,3,-90,-24
,1,-66,-180
STARLINK-1777,4,-90,171
,1,34,-180
STARLINK-1812,3,-90,161
,1,11,-180
STARLINK-1843,3,-90,-43
,1,-71,-180
STARLINK-1845,1,-90,72
,1,14,-180
STARLINK-1856,2,-90,-91
,1,71,-180
STARLINK-1860,1,-90,90
,1,1,-180
STARLINK-1861,1,-90,112
,1,-63,-180
STARLINK-1862,2,-90,42
,1,85,-180
STARLINK-1863,4,-90,37
,1,47,-180
STARLINK-1866,5,-90,-19
,1,52,-180
STARLINK-1871,3,-90,-76
,1,-48,-180
STARLINK-1873,2,-90,-148
,1,-78,-180
STARLINK-1876,5,-90,168
,1,8,-180
STARLINK-1877,3,-90,48
,1,-31,-180
STARLINK-1888,1,-90,-180
,1,69,-180
STARLINK-1890,4,-90,-13
,1,-12,-180
STARLINK-1912,5,-90,20
,1,13,-180
STARLINK-1913,1,-90,-42
,1,-68,-180
LUCAS (JDRS-1),3,-90,91
,1,76,-180
FALCON EYE 2,2,-90,-15
,1,-1,-180
GONETS-M 20,3,-90,-45
,1,85,-180
GONETS-M 21,3,-90,15
,1,-21,-180
GONETS-M 22,2,-90,55
,1,73,-180
COSMOS 2548,1,-90,118
,1,-85,-180
GAOFEN-14,4,-90,10
,1,-63,-180
GECAM-A,1,-90,-172
,1,-67,-180
GECAM-B,4,-90,88
,1,-42,-180
SXM-7,5,-90,-26
,1,68,-180
IPM 2 & BREEZE-M R/B,1,-90,139
,1,52,-180
CMS-01,1,-90,105
,1,-34,-180
ONEWEB-0102,5,-90,-32
,1,32,-180
ONEWEB-0109,2,-90,-99
,1,34,-180
ONEWEB-0110,5,-90,146
,1,48,-180
ONEWEB-0111,1,-90,-132
,1,-49,-180
ONEWEB-0114,5,-90,69
,1,46,-180
ONEWEB-0117,4,-90,-56
,1,8,-180
ONEWEB-0118,3,-90,139
,1,39,-180
ONEWEB-0119,4,-90,149
,1,61,-180
ONEWEB-0120,4,-90,-159
,1,12,-180
ONEWEB-0121,4,-90,-47
,1,-77,-180
ONEWEB-0122,1,-90,-143
,1,-81,-180
ONEWEB-0123,5,-90,80
,1,71,-180
ONEWEB-0124,2,-90,-17
,1,1,-180
ONEWEB-0125,2,-90,112
,1,25,-180
ONEWEB-0126,1,-90,-2
,1,-3,-180
ONEWEB-0127,3,-90,58
,1,74,-180
ONEWEB-0128,1,-90,89
,1,-62,-180
ONEWEB-0129,3,-90,90
,1,11,-180
ONEWEB-0130,4,-90,172
,1,-36,-180
ONEWEB-0131,5,-90,115
,1,75,-180
ONEWEB-0132,5,-90,-3
,1,-58,-180
ONEWEB-0133,3,-90,79
,1,-13,-180
ONEWEB-0134,1,-90,-140
,1,-87,-180
ONEWEB-0135,2,-90,51
,1,-52,-180
ONEWEB-0136,3,-90,-152
,1,15,-180
ONEWEB-0137,3,-90,-53
,1,0,-180
ONEWEB-0138,4,-90,84
,1,-8,-180
ONEWEB-0139,1,-90,95
,1,19,-180
ONEWEB-0140,1,-90,43
,1,-46,-180
ONEWEB-0141,1,-90,-160
,1,-48,-180
ONEWEB-0142,4,-90,-67
,1,-73,-180
ONEWEB-0143,5,-90,-166
,1,-77,-180
ONEWEB-0144,5,-90,49
,1,86,-180
ONEWEB-0145,4,-90,135
,1,81,-180
ONEWEB-0146,4,-90,135
,1,5,-180
ONEWEB-0147,3,-90,105
,1,70,-180
XJY-7,2,-90,-15
,1,-13,-180
YAOGAN-33 01,1,-90,-61
,1,69,-180
WEINA 2,5,-90,138
,1,79,-180
TURKSAT 5A,1,-90,19
,1,83,-180
TIANTONG-1 3,1,-90,80
,1,-2,-180
GMS-T,2,-90,87
,1,20,-180
STARLINK-2017,5,-90,2
,1,58,-180
STARLINK-2034,4,-90,118
,1,38,-180
STARLINK-2045,2,-90,-111
,1,-31,-180
STARLINK-2046,2,-90,146
,1,-13,-180
STARLINK-2047,5,-90,-132
,1,63,-180
STARLINK-2049,1,-90,137
,1,-16,-180
STARLINK-2050,3,-90,-137
,1,-85,-180
STARLINK-2055,2,-90,-126
,1,-65,-180
STARLINK-2069,4,-90,160
,1,-52,-180
STARLINK-2071,3,-90,-176
,1,39,-180
STARLINK-2076,3,-90,-68
,1,15,-180
STARLINK-2081,3,-90,-80
,1,44,-180
STARLINK-2082,2,-90,12
,1,47,-180
STARLINK-2084,2,-90,135
,1,15,-180
STARLINK-2086,3,-90,-169
,1,25,-180
STARLINK-2088,2,-90,112
,1,-5,-180
STARLINK-2092,2,-90,55
,1,7,-180
STARLINK-2093,5,-90,30
,1,-14,-180
STARLINK-2094,4,-90,-139
,1,50,-180
STARLINK-2096,5,-90,13
,1,-19,-180
STARLINK-2097,5,-90,109
,1,-79,-180
STARLINK-2098,2,-90,169
,1,72,-180
STARLINK-2099,1,-90,-93
,1,11,-180
STARLINK-2100,4,-90,5
,1,-87,-180
STARLINK-2101,1,-90,-152
,1,-36,-180
STARLINK-2102,5,-90,135
,1,84,-180
STARLINK-2103,1,-90,119
,1,-69,-180
STARLINK-2104,1,-90,81
,1,-79,-180
STARLINK-2105,4,-90,31
,1,-8,-180
STARLINK-2106,2,-90,-43
,1,-58,-180
STARLINK-2109,2,-90,100
,1,46,-180
STARLINK-2110,5,-90,2
,1,20,-180
STARLINK-2111,5,-90,-11
,1,18,-180
STARLINK-2112,3,-90,-2
,1,80,-180
STARLINK-2113,4,-90,-91
,1,-41,-180
STARLINK-2114,3,-90,-131
,1,46,-180
STARLINK-2117,4,-90,48
,1,-53,-180
STARLINK-2119,4,-90,-94
,1,-7,-180
STARLINK-2121,1,-90,-19
,1,85,-180
STARLINK-2122,2,-90,-167
,1,26,-180
STARLINK-2123,3,-90,-56
,1,66,-180
STARLINK-2128,1,-90,-163
,1,63,-180
STARLINK-2130,2,-90,95
,1,87,-180
STARLINK-2133,1,-90,-120
,1,26,-180
STARLINK-2134,2,-90,-172
,1,45,-180
STARLINK-2135,2,-90,-151
,1,45,-180
ASTROCAST-0101,3,-90,34
,1,-88,-180
CUBEL,5,-90,-93
,1,-8,-180
CELESTIS-17 & SHERPA-FX1,5,-90,-117
,1,64,-180
ASTROCAST-0103,5,-90,-71
,1,-59,-180
HAWK-2C,5,-90,89
,1,69,-180
ION SCV-002,5,-90,-119
,1,-19,-180
HAWK-2A,1,-90,82
,1,8,-180
HAWK-2B,2,-90,170
,1,-12,-180
GHGSAT-C2,5,-90,23
,1,67,-180
ICEYE-X8,3,-90,148
,1,-42,-180
ASTROCAST-0105,5,-90,-61
,1,-1,-180
ASTROCAST-0104,4,-90,-75
,1,-87,-180
YAOGAN-31 02A,3,-90,147
,1,27,-180
YAOGAN-31 02B,3,-90,157
,1,38,-180
YAOGAN-31 02C,4,-90,-151
,1,-42,-180
COSMOS 2549,2,-90,-125
,1,5,-180
STARLINK-1940,4,-90,-6
,1,-45,-180
STARLINK-1954,5,-90,111
,1,-57,-180
STARLINK-1955,3,-90,-120
,1,-70,-180
STARLINK-1958,4,-90,-32
,1,-88,-180
STARLINK-1959,2,-90,-139
,1,45,-180
STARLINK-1962,5,-90,72
,1,62,-180
STARLINK-1964,4,-90,41
,1,18,-180
STARLINK-1965,4,-90,-130
,1,6,-180
STARLINK-1966,5,-90,-116
,1,-24,-180
STARLINK-1967,3,-90,114
,1,-39,-180
STARLINK-1971,2,-90,43
,1,85,-180
STARLINK-1975,5,-90,74
,1,-71,-180
STARLINK-1978,1,-90,-53
,1,-7,-180
STARLINK-1979,2,-90,-36
,1,-58,-180
STARLINK-1982,5,-90,151
,1,0,-180
STARLINK-1986,4,-90,167
,1,-29,-180
STARLINK-1991,1,-90,129
,1,-37,-180
STARLINK-1993,3,-90,39
,1,19,-180
STARLINK-1994,4,-90,-25
,1,6,-180
STARLINK-1995,2,-90,-23
,1,-54,-180
STARLINK-1997,3,-90,-53
,1,59,-180
STARLINK-2001,1,-90,-22
,1,-2,-180
STARLINK-2021,3,-90,-161
,1,-43,-180
STARLINK-2024,4,-90,-60
,1,17,-180
TJS-6,3,-90,14
,1,0,-180
STARLINK-1609,2,-90,147
,1,18,-180
STARLINK-1645,2,-90,7
,1,-50,-180
STARLINK-1655,2,-90,-158
,1,73,-180
STARLINK-1669,5,-90,59
,1,34,-180
STARLINK-1704,3,-90,-125
,1,66,-180
STARLINK-1761,2,-90,45
,1,78,-180
STARLINK-1972,1,-90,-5
,1,-75,-180
STARLINK-1973,1,-90,-41
,1,-19,-180
STARLINK-1983,5,-90,-52
,1,-30,-180
STARLINK-1992,4,-90,-106
,1,69,-180
STARLINK-2010,4,-90,36
,1,82,-180
STARLINK-2015,5,-90,137
,1,12,-180
STARLINK-2019,4,-90,155
,1,19,-180
STARLINK-2022,3,-90,167
,1,0,-180
STARLINK-2030,3,-90,-78
,1,-46,-180
STARLINK-2031,1,-90,-29
,1,80,-180
STARLINK-2032,3,-90,-160
,1,-80,-180
STARLINK-2033,2,-90,35
,1,-89,-180
STARLINK-2036,5,-90,-20
,1,53,-180
STARLINK-2038,2,-90,-109
,1,49,-180
STARLINK-2039,2,-90,-56
,1,56,-180
STARLINK-2040,3,-90,65
,1,83,-180
STARLINK-2041,1,-90,-152
,1,-50,-180
STARLINK-2043,4,-90,81
,1,10,-180
STARLINK-2052,1,-90,162
,1,25,-180
STARLINK-2058,1,-90,-27
,1,-51,-180
STARLINK-2065,4,-90,144
,1,56,-180
STARLINK-2083,5,-90,-12
,1,55,-180
STARLINK-2095,3,-90,-65
,1,-42,-180
YAOGAN-31 03A,4,-90,157
,1,30,-180
YAOGAN-31 03B,5,-90,-6
,1,-55,-180
YAOGAN-31 03C,4,-90,-18
,1,82,-180
AMAZONIA 1,2,-90,-69
,1,56,-180
ARKTIKA-M 1,5,-90,145
,1,9,-180
STARLINK-2068,3,-90,150
,1,-49,-180
STARLINK-2107,1,-90,-163
,1,-50,-180
STARLINK-2116,3,-90,-163
,1,-83,-180
STARLINK-2131,2,-90,-65
,1,49,-180
STARLINK-2140,4,-90,40
,1,-84,-180
STARLINK-2141,2,-90,-41
,1,-60,-180
STARLINK-2142,4,-90,92
,1,-31,-180
STARLINK-2143,5,-90,-149
,1,79,-180
STARLINK-2144,1,-90,-59
,1,-21,-180
STARLINK-2146,2,-90,114
,1,8,-180
STARLINK-2147,1,-90,99
,1,-7,-180
STARLINK-2150,3,-90,-145
,1,13,-180
STARLINK-2156,4,-90,-145
,1,70,-180
STARLINK-2159,2,-90,-83
,1,36,-180
STARLINK-2160,1,-90,102
,1,-2,-180
STARLINK-2161,2,-90,-121
,1,-87,-180
STARLINK-2162,1,-90,41
,1,-14,-180
STARLINK-2163,3,-90,66
,1,49,-180
STARLINK-2164,5,-90,-76
,1,73,-180
STARLINK-2169,1,-90,115
,1,-90,-180
STARLINK-2170,3,-90,166
,1,-1,-180
STARLINK-2171,2,-90,21
,1,-35,-180
STARLINK-2178,5,-90,135
,1,-48,-180
STARLINK-2180,3,-90,70
,1,-82,-180
STARLINK-2184,4,-90,-70
,1,58,-180
STARLINK-2185,5,-90,158
,1,30,-180
STARLINK-2193,3,-90,54
,1,33,-180
STARLINK-2194,5,-90,141
,1,22,-180
STARLINK-2195,5,-90,-177
,1,-37,-180
STARLINK-2196,4,-90,63
,1,13,-180
STARLINK-2209,3,-90,90
,1,85,-180
STARLINK-2210,4,-90,-46
,1,-11,-180
STARLINK-2211,5,-90,-39
,1,39,-180
STARLINK-2213,4,-90,149
,1,-88,-180
STARLINK-2257,4,-90,58
,1,66,-180
STARLINK-2314,3,-90,-114
,1,60,-180
STARLINK-2315,3,-90,-20
,1,-13,-180
STARLINK-2319,3,-90,-19
,1,37,-180
STARLINK-2322,1,-90,-37
,1,-20,-180
STARLINK-2334,1,-90,112
,1,40,-180
STARLINK-2338,3,-90,22
,1,-13,-180
STARLINK-2373,4,-90,36
,1,-26,-180
STARLINK-2377,4,-90,61
,1,-50,-180
STARLINK-2379,3,-90,132
,1,-9,-180
STARLINK-2380,5,-90,-11
,1,-34,-180
STARLINK-2381,5,-90,137
,1,48,-180
STARLINK-2383,1,-90,-50
,1,-31,-180
STARLINK-2385,3,-90,125
,1,-6,-180
STARLINK-2386,3,-90,141
,1,5,-180
STARLINK-2387,3,-90,-17
,1,-62,-180
STARLINK-2388,4,-90,0
,1,-4,-180
STARLINK-2389,5,-90,-170
,1,-55,-180
STARLINK-2391,2,-90,23
,1,-24,-180
STARLINK-2393,2,-90,-158
,1,76,-180
STARLINK-2395,3,-90,-149
,1,87,-180
STARLINK-2396,3,-90,170
,1,-65,-180
STARLINK-2399,5,-90,158
,1,-35,-180
STARLINK-2400,2,-90,161
,1,-57,-180
STARLINK-2401,4,-90,88
,1,40,-180
STARLINK-2402,1,-90,-117
,1,56,-180
STARLINK-2406,1,-90,-13
,1,-77,-180
STARLINK-2407,3,-90,-133
,1,0,-180
STARLINK-2408,2,-90,97
,1,-21,-180
STARLINK-2409,5,-90,-73
,1,-70,-180
STARLINK-2410,1,-90,-175
,1,-62,-180
STARLINK-2411,1,-90,154
,1,-63,-180
STARLINK-2413,5,-90,-92
,1,-8,-180
STARLINK-2415,1,-90,87
,1,-61,-180
STARLINK-2416,3,-90,59
,1,42,-180
STARLINK-2419,3,-90,-123
,1,16,-180
STARLINK-2420,1,-90,-1
,1,81,-180
STARLINK-2422,4,-90,25
,1,-65,-180
STARLINK-2423,4,-90,-57
,1,48,-180
STARLINK-2424,5,-90,-80
,1,0,-180
STARLINK-2426,2,-90,96
,1,25,-180
STARLINK-2427,2,-90,-177
,1,-11,-180
STARLINK-2429,1,-90,30
,1,-59,-180
STARLINK-2431,3,-90,-111
,1,-87,-180
STARLINK-2432,3,-90,126
,1,-77,-180
STARLINK-2433,3,-90,96
,1,-23,-180
STARLINK-2435,4,-90,-152
,1,87,-180
STARLINK-2446,1,-90,-153
,1,-68,-180
STARLINK-2453,4,-90,51
,1,13,-180
SHIYAN-9 (SY-9),5,-90,173
,1,66,-180
YAOGAN-31 04A,4,-90,133
,1,25,-180
YAOGAN-31 04B,4,-90,-20
,1,-17,-180
YAOGAN-31 04C,1,-90,170
,1,-41,-180
STARLINK-2280,5,-90,-161
,1,-33,-180
STARLINK-2291,3,-90,154
,1,60,-180
STARLINK-2326,2,-90,101
,1,11,-180
STARLINK-2329,4,-90,-85
,1,-72,-180
STARLINK-2330,3,-90,-84
,1,29,-180
STARLINK-2336,1,-90,171
,1,16,-180
STARLINK-2340,1,-90,-142
,1,80,-180
STARLINK-2342,2,-90,59
,1,22,-180
STARLINK-2343,3,-90,56
,1,89,-180
STARLINK-2346,4,-90,104
,1,1,-180
STARLINK-2354,5,-90,149
,1,58,-180
STARLINK-2355,5,-90,127
,1,55,-180
STARLINK-2356,3,-90,-94
,1,39,-180
STARLINK-2358,5,-90,-24
,1,-29,-180
STARLINK-2361,3,-90,-79
,1,-79,-180
STARLINK-2363,3,-90,-9
,1,31,-180
STARLINK-2364,2,-90,-72
,1,-66,-180
STARLINK-2367,3,-90,137
,1,55,-180
STARLINK-2368,2,-90,140
,1,-72,-180
STARLINK-2370,4,-90,-119
,1,-4,-180
STARLINK-2371,2,-90,9
,1,24,-180
STARLINK-2378,5,-90,20
,1,76,-180
STARLINK-2405,4,-90,-67
,1,-68,-180
CAS500-1,2,-90,-42
,1,-23,-180
GRUS-1C,2,-90,-161
,1,-56,-180
GRUS-1B,5,-90,62
,1,43,-180
GRUS-1E,1,-90,-143
,1,-40,-180
GRUS-1D,2,-90,-54
,1,78,-180
WILDTRACKCUBE-SIMBA,5,-90,-70
,1,-88,-180
ELSA-D,3,-90,9
,1,-12,-180
UNISAT-7,1,-90,-36
,1,17,-180
GLOBAL-9,3,-90,-23
,1,-88,-180
STARLINK-1647,3,-90,174
,1,34,-180
STARLINK-2303,3,-90,-33
,1,20,-180
STARLINK-2273,4,-90,175
,1,23,-180
STARLINK-2309,4,-90,63
,1,7,-180
STARLINK-2266,3,-90,-16
,1,-87,-180
STARLINK-2270,4,-90,-42
,1,50,-180
STARLINK-2153,4,-90,-67
,1,23,-180
STARLINK-2226,3,-90,99
,1,-72,-180
STARLINK-2284,5,-90,-140
,1,-76,-180
STARLINK-2282,4,-90,165
,1,4,-180
STARLINK-2285,1,-90,-9
,1,34,-180
STARLINK-2301,2,-90,93
,1,-33,-180
STARLINK-2298,1,-90,-43
,1,-47,-180
STARLINK-2292,2,-90,-125
,1,-90,-180
STARLINK-2299,1,-90,-52
,1,31,-180
ONEWEB-0115,3,-90,127
,1,-65,-180
ONEWEB-0152,5,-90,-26
,1,-53,-180
ONEWEB-0153,3,-90,-21
,1,-81,-180
ONEWEB-0154,2,-90,-15
,1,28,-180
ONEWEB-0116,2,-90,64
,1,78,-180
ONEWEB-0150,5,-90,124
,1,45,-180
ONEWEB-0107,5,-90,-124
,1,15,-180
ONEWEB-0101,5,-90,-129
,1,80,-180
ONEWEB-0113,4,-90,132
,1,34,-180
ONEWEB-0112,4,-90,91
,1,42,-180
ONEWEB-0156,5,-90,-175
,1,-25,-180
ONEWEB-0161,3,-90,1
,1,-88,-180
ONEWEB-0158,4,-90,108
,1,-19,-180
ONEWEB-0157,4,-90,124
,1,-20,-180
ONEWEB-0162,3,-90,65
,1,-16,-180
ONEWEB-0155,1,-90,-170
,1,53,-180
ONEWEB-0149,4,-90,163
,1,-89,-180
ONEWEB-0148,1,-90,57
,1,-73,-180
ONEWEB-0160,5,-90,-82
,1,-88,-180
ONEWEB-0163,5,-90,-78
,1,48,-180
ONEWEB-0159,5,-90,163
,1,-32,-180
ONEWEB-0164,1,-90,-132
,1,-7,-180
ONEWEB-0167,3,-90,-176
,1,-77,-180
ONEWEB-0166,3,-90,-79
,1,-19,-180
ONEWEB-0151,1,-90,61
,1,82,-180
ONEWEB-0170,3,-90,102
,1,-63,-180
ONEWEB-0168,2,-90,3
,1,-48,-180
ONEWEB-0173,3,-90,-31
,1,-84,-180
ONEWEB-0171,1,-90,103
,1,-31,-180
ONEWEB-0172,5,-90,143
,1,75,-180
ONEWEB-0174,4,-90,-90
,1,-5,-180
ONEWEB-0175,2,-90,62
,1,56,-180
ONEWEB-0177,3,-90,87
,1,-80,-180
ONEWEB-0178,3,-90,97
,1,-30,-180
ONEWEB-0108,1,-90,62
,1,-78,-180
ONEWEB-0169,1,-90,115
,1,-65,-180
GAOFEN-12 02,4,-90,158
,1,6,-180
STARLINK-2404,5,-90,-144
,1,-41,-180
STARLINK-2412,2,-90,-86
,1,-79,-180
STARLINK-2414,5,-90,-146
,1,68,-180
STARLINK-2417,5,-90,14
,1,67,-180
STARLINK-2418,3,-90,67
,1,73,-180
STARLINK-2421,3,-90,-65
,1,39,-180
STARLINK-2428,3,-90,152
,1,-90,-180
STARLINK-2430,2,-90,-112
,1,74,-180
STARLINK-2436,2,-90,70
,1,-89,-180
STARLINK-2437,2,-90,-106
,1,-26,-180
STARLINK-2439,2,-90,11
,1,-82,-180
STARLINK-2440,3,-90,-154
,1,-1,-180
STARLINK-2442,1,-90,-4
,1,58,-180
STARLINK-2443,3,-90,153
,1,42,-180
STARLINK-2448,4,-90,-43
,1,-12,-180
STARLINK-2449,1,-90,12
,1,7,-180
STARLINK-2450,3,-90,-15
,1,58,-180
STARLINK-2452,1,-90,81
,1,-40,-180
STARLINK-2454,1,-90,2
,1,-25,-180
STARLINK-2455,4,-90,53
,1,-34,-180
STARLINK-2459,3,-90,165
,1,-50,-180
STARLINK-2460,3,-90,40
,1,-62,-180
STARLINK-2462,2,-90,-29
,1,53,-180
STARLINK-2464,1,-90,103
,1,82,-180
STARLINK-2465,5,-90,111
,1,71,-180
STARLINK-2466,2,-90,150
,1,-90,-180
STARLINK-2467,5,-90,145
,1,16,-180
STARLINK-2468,4,-90,32
,1,-14,-180
STARLINK-2469,2,-90,105
,1,-49,-180
STARLINK-2471,1,-90,-176
,1,84,-180
STARLINK-2472,1,-90,27
,1,-75,-180
STARLINK-2473,3,-90,54
,1,28,-180
STARLINK-2474,1,-90,77
,1,34,-180
STARLINK-2475,2,-90,-128
,1,8,-180
STARLINK-2476,5,-90,-107
,1,83,-180
STARLINK-2478,4,-90,-56
,1,-78,-180
STARLINK-2479,4,-90,-119
,1,19,-180
STARLINK-2480,1,-90,-59
,1,41,-180
STARLINK-2481,1,-90,89
,1,83,-180
STARLINK-2482,5,-90,31
,1,-7,-180
STARLINK-2483,3,-90,-120
,1,24,-180
STARLINK-2485,1,-90,-38
,1,-87,-180
STARLINK-2486,2,-90,-135
,1,-32,-180
STARLINK-2487,2,-90,-57
,1,-56,-180
STARLINK-2488,5,-90,-62
,1,23,-180
STARLINK-2491,2,-90,135
,1,65,-180
STARLINK-2492,1,-90,130
,1,64,-180
STARLINK-2493,4,-90,115
,1,8,-180
STARLINK-2503,1,-90,-41
,1,-47,-180
SHIYAN-6 03 (SY-6 03),3,-90,129
,1,-20,-180
ONEWEB-0176,3,-90,139
,1,-79,-180
ONEWEB-0184,1,-90,-18
,1,-88,-180
ONEWEB-0179,2,-90,130
,1,23,-180
ONEWEB-0180,5,-90,-155
,1,74,-180
ONEWEB-0218,3,-90,-37
,1,66,-180
ONEWEB-0209,4,-90,-49
,1,-36,-180
ONEWEB-0198,4,-90,171
,1,-45,-180
ONEWEB-0189,5,-90,79
,1,54,-180
ONEWEB-0196,1,-90,69
,1,-67,-180
ONEWEB-0183,3,-90,76
,1,60,-180
ONEWEB-0185,2,-90,85
,1,-36,-180
ONEWEB-0187,5,-90,-101
,1,-52,-180
ONEWEB-0192,1,-90,-108
,1,-5,-180
ONEWEB-0219,4,-90,-137
,1,6,-180
ONEWEB-0202,3,-90,-119
,1,24,-180
ONEWEB-0204,2,-90,150
,1,60,-180
ONEWEB-0205,1,-90,-28
,1,-47,-180
ONEWEB-0206,2,-90,85
,1,-19,-180
ONEWEB-0182,3,-90,56
,1,59,-180
ONEWEB-0186,3,-90,-35
,1,25,-180
ONEWEB-0181,1,-90,-139
,1,78,-180
ONEWEB-0188,5,-90,23
,1,88,-180
ONEWEB-0220,2,-90,-135
,1,-18,-180
ONEWEB-0165,3,-90,10
,1,-24,-180
ONEWEB-0199,5,-90,-179
,1,-19,-180
ONEWEB-0203,3,-90,178
,1,-8,-180
ONEWEB-0197,4,-90,-157
,1,-48,-180
ONEWEB-0194,1,-90,-127
,1,44,-180
ONEWEB-0193,3,-90,179
,1,5,-180
ONEWEB-0191,5,-90,47
,1,53,-180
ONEWEB-0195,5,-90,-135
,1,8,-180
ONEWEB-0201,3,-90,-14
,1,-58,-180
ONEWEB-0207,1,-90,97
,1,37,-180
ONEWEB-0208,5,-90,-16
,1,25,-180
ONEWEB-0200,4,-90,-109
,1,-75,-180
ONEWEB-0217,5,-90,-143
,1,-37,-180
PLEIADES NEO 3,1,-90,-34
,1,32,-180
LEMUR-2-AMANDA-SVANTE,3,-90,-48
,1,85,-180
AII-BRAVO,5,-90,-95
,1,-11,-180
TYVAK-182A,5,-90,-21
,1,-82,-180
NORSAT 3,2,-90,-59
,1,-46,-180
LEMUR-2-SPECIAL-K,2,-90,65
,1,-58,-180
CSS (TIANHE),2,-90,-6
,1,36,-180
STARLINK-2567,1,-90,25
,1,84,-180
STARLINK-2569,4,-90,-98
,1,-69,-180
STARLINK-2543,2,-90,-36
,1,1,-180
STARLINK-2565,1,-90,161
,1,-68,-180
STARLINK-2558,4,-90,164
,1,-62,-180
STARLINK-2516,2,-90,2
,1,84,-180
STARLINK-2564,1,-90,-125
,1,0,-180
STARLINK-2547,2,-90,86
,1,67,-180
STARLINK-2566,2,-90,55
,1,-42,-180
STARLINK-2562,1,-90,-107
,1,44,-180
STARLINK-2545,1,-90,67
,1,-46,-180
STARLINK-2540,1,-90,-46
,1,-50,-180
STARLINK-2555,1,-90,121
,1,40,-180
STARLINK-2542,5,-90,112
,1,27,-180
STARLINK-2550,5,-90,-36
,1,14,-180
STARLINK-2533,3,-90,70
,1,11,-180
STARLINK-2535,4,-90,113
,1,-80,-180
STARLINK-2559,4,-90,2
,1,-66,-180
STARLINK-2557,4,-90,-89
,1,-88,-180
STARLINK-2538,2,-90,157
,1,-67,-180
STARLINK-2537,1,-90,-143
,1,-33,-180
STARLINK-2530,4,-90,-2
,1,-28,-180
STARLINK-2524,2,-90,111
,1,-84,-180
STARLINK-2519,5,-90,-22
,1,-89,-180
STARLINK-2523,1,-90,25
,1,83,-180
STARLINK-2517,1,-90,-68
,1,1,-180
STARLINK-2536,4,-90,64
,1,-36,-180
STARLINK-2534,3,-90,-99
,1,-33,-180
