name,risk_level,latitude,longitude
,1,-55,-180
ONEWEB-0387,2,-90,61
,1,43,-180
ONEWEB-0388,4,-90,-138
,1,53,-180
2021-091B,4,-90,-112
,1,-89,-180
SHIJIAN-21 (SJ-21),1,-90,162
,1,-28,-180
SES-17,2,-90,106
,1,-17,-180
SYRACUSE 4A,4,-90,-155
,1,56,-180
QZS-1R (MICHIBIKI-1R),1,-90,59
,1,74,-180
JILIN-1 GAOFEN 2F,5,-90,-97
,1,-5,-180
YAOGAN-32 02A,3,-90,101
,1,-80,-180
YAOGAN-32 02B,5,-90,-27
,1,-13,-180
SDGSAT 1,5,-90,101
,1,78,-180
YAOGAN-35 01A,4,-90,-1
,1,-46,-180
YAOGAN-35 01B,3,-90,-158
,1,-70,-180
YAOGAN-35 01C,1,-90,133
,1,-45,-180
TEIKYOSAT-4 (OORURI),5,-90,23
,1,75,-180
RAISE 2,1,-90,99
,1,-25,-180
Z-SAT,3,-90,-71
,1,2,-180
HIBARI,2,-90,-112
,1,84,-180
DRUMS,1,-90,-98
,1,-51,-180
KOSEN-1,2,-90,152
,1,58,-180
STARLINK-3151,1,-90,78
,1,65,-180
STARLINK-3075,4,-90,121
,1,7,-180
STARLINK-3147,4,-90,111
,1,-19,-180
STARLINK-3162,5,-90,46
,1,-76,-180
STARLINK-3157,5,-90,-16
,1,-74,-180
STARLINK-3146,1,-90,-4
,1,-80,-180
STARLINK-3159,1,-90,10
,1,17,-180
STARLINK-3133,1,-90,38
,1,56,-180
STARLINK-3154,5,-90,-116
,1,-75,-180
STARLINK-3111,3,-90,171
,1,-26,-180
STARLINK-3120,5,-90,-91
,1,41,-180
STARLINK-3110,2,-90,22
,1,-16,-180
STARLINK-3112,4,-90,-135
,1,8,-180
STARLINK-3161,3,-90,69
,1,7,-180
STARLINK-3149,4,-90,178
,1,46,-180
STARLINK-3135,4,-90,29
,1,-32,-180
STARLINK-3139,2,-90,106
,1,15,-180
STARLINK-3114,4,-90,149
,1,41,-180
STARLINK-3131,3,-90,135
,1,-25,-180
STARLINK-3121,4,-90,121
,1,56,-180
STARLINK-3138,1,-90,153
,1,83,-180
STARLINK-3153,4,-90,-24
,1,-38,-180
STARLINK-3158,5,-90,105
,1,86,-180
STARLINK-3079,5,-90,115
,1,86,-180
STARLINK-3134,5,-90,-107
,1,89,-180
STARLINK-3117,4,-90,52
,1,-68,-180
STARLINK-3049,4,-90,44
,1,61,-180
STARLINK-3130,4,-90,175
,1,-1,-180
STARLINK-3044,3,-90,-7
,1,-81,-180
STARLINK-3105,3,-90,127
,1,40,-180
STARLINK-3128,5,-90,-150
,1,-88,-180
STARLINK-3098,1,-90,67
,1,-34,-180
STARLINK-3136,1,-90,113
,1,-35,-180
STARLINK-3126,3,-90,46
,1,-45,-180
STARLINK-3122,2,-90,10
,1,-77,-180
STARLINK-3099,1,-90,-23
,1,-15,-180
STARLINK-3115,4,-90,-106
,1,-41,-180
STARLINK-3137,3,-90,-41
,1,20,-180
STARLINK-3127,3,-90,-155
,1,79,-180
STARLINK-3125,1,-90,-155
,1,73,-180
STARLINK-3150,3,-90,-98
,1,4,-180
STARLINK-3129,5,-90,23
,1,-62,-180
STARLINK-3160,4,-90,-63
,1,-33,-180
STARLINK-3145,4,-90,-82
,1,-41,-180
STARLINK-3124,1,-90,74
,1,31,-180
STARLINK-3132,4,-90,-71
,1,1,-180
STARLINK-3156,5,-90,-146
,1,75,-180
STARLINK-3141,5,-90,-49
,1,74,-180
STARLINK-3140,4,-90,-140
,1,72,-180
GLOBAL-14,2,-90,56
,1,-28,-180
GAOFEN-11 03,5,-90,-33
,1,70,-180
GAOFEN-3 02,3,-90,77
,1,-83,-180
SHIYAN-11 (SY-11),3,-90,-103
,1,14,-180
COSMOS 2552,3,-90,-141
,1,-17,-180
ZHONGXING-1D,5,-90,110
,1,-61,-180
STARLINK-3219,1,-90,-176
,1,-55,-180
STARLINK-3218,2,-90,-10
,1,36,-180
STARLINK-3242,5,-90,-30
,1,-80,-180
STARLINK-3240,3,-90,-161
,1,14,-180
STARLINK-3251,5,-90,-50
,1,-19,-180
STARLINK-3249,3,-90,94
,1,8,-180
STARLINK-3246,5,-90,-134
,1,69,-180
STARLINK-3252,4,-90,-168
,1,4,-180
STARLINK-3238,3,-90,-16
,1,56,-180
STARLINK-3113,2,-90,171
,1,8,-180
STARLINK-3148,3,-90,-141
,1,79,-180
STARLINK-3225,5,-90,39
,1,42,-180
STARLINK-3143,1,-90,-21
,1,-81,-180
STARLINK-3155,1,-90,89
,1,-41,-180
STARLINK-3226,1,-90,-128
,1,-57,-180
STARLINK-3244,3,-90,83
,1,-73,-180
STARLINK-3202,4,-90,74
,1,-57,-180
STARLINK-3239,2,-90,106
,1,-44,-180
STARLINK-3231,2,-90,178
,1,-17,-180
STARLINK-3241,3,-90,43
,1,22,-180
STARLINK-3233,1,-90,62
,1,63,-180
STARLINK-3247,4,-90,81
,1,10,-180
STARLINK-3248,4,-90,22
,1,-13,-180
STARLINK-3250,3,-90,-33
,1,-90,-180
STARLINK-3236,5,-90,32
,1,24,-180
STARLINK-3229,5,-90,29
,1,-67,-180
STARLINK-3209,5,-90,137
,1,74,-180
STARLINK-3200,4,-90,-7
,1,66,-180
STARLINK-3193,2,-90,-124
,1,33,-180
STARLINK-3210,1,-90,-106
,1,-20,-180
STARLINK-3207,4,-90,-104
,1,-79,-180
STARLINK-3197,1,-90,-157
,1,-86,-180
STARLINK-3194,4,-90,2
,1,-3,-180
STARLINK-3204,3,-90,-84
,1,79,-180
STARLINK-3199,4,-90,-130
,1,14,-180
STARLINK-3203,2,-90,91
,1,14,-180
STARLINK-3195,2,-90,110
,1,-87,-180
STARLINK-3198,3,-90,-171
,1,59,-180
STARLINK-3227,2,-90,68
,1,-15,-180
STARLINK-3190,3,-90,6
,1,-22,-180
STARLINK-3192,4,-90,168
,1,68,-180
STARLINK-3196,2,-90,134
,1,67,-180
STARLINK-3208,3,-90,90
,1,4,-180
STARLINK-3191,2,-90,71
,1,-35,-180
STARLINK-3201,1,-90,-120
,1,39,-180
GLOBAL-12,3,-90,-135
,1,25,-180
GLOBAL-13,2,-90,152
,1,-45,-180
GSAT0223 (GALILEO 27),5,-90,171
,1,52,-180
GSAT0224 (GALILEO 28),3,-90,-41
,1,-90,-180
STPSAT-6,1,-90,167
,1,64,-180
LDPE-1,2,-90,117
,1,-9,-180
GLOBAL-17,2,-90,-146
,1,85,-180
GLOBAL-16,2,-90,166
,1,-6,-180
IXPE,5,-90,-128
,1,80,-180
SHIJIAN-6 05A (SJ-6 05A),5,-90,-158
,1,-6,-180
SHIJIAN-6 05B (SJ-6 05B),5,-90,24
,1,-1,-180
EXPRESS AMU-7,3,-90,59
,1,-75,-180
EXPRESS AMU-3,1,-90,-107
,1,86,-180
TIANLIAN 2-02,2,-90,27
,1,31,-180
STARLINK-3317,2,-90,62
,1,-45,-180
STARLINK-3313,2,-90,43
,1,-65,-180
STARLINK-3309,5,-90,176
,1,14,-180
STARLINK-3297,4,-90,-51
,1,34,-180
STARLINK-3304,5,-90,-122
,1,-64,-180
STARLINK-3306,1,-90,-164
,1,-38,-180
STARLINK-3298,4,-90,146
,1,11,-180
STARLINK-3305,5,-90,89
,1,-12,-180
STARLINK-3271,5,-90,-60
,1,72,-180
STARLINK-3296,4,-90,-7
,1,81,-180
STARLINK-3301,4,-90,61
,1,12,-180
STARLINK-3245,1,-90,-128
,1,-88,-180
STARLINK-3286,2,-90,-160
,1,-88,-180
STARLINK-3287,1,-90,-153
,1,-23,-180
STARLINK-3289,5,-90,1
,1,81,-180
STARLINK-3292,3,-90,-75
,1,-2,-180
STARLINK-3291,3,-90,154
,1,55,-180
STARLINK-3293,2,-90,-74
,1,-83,-180
STARLINK-3282,4,-90,-93
,1,-76,-180
STARLINK-3284,4,-90,-134
,1,-49,-180
STARLINK-3283,3,-90,127
,1,-69,-180
STARLINK-3265,2,-90,57
,1,-89,-180
STARLINK-3285,3,-90,78
,1,-82,-180
STARLINK-3277,5,-90,-36
,1,52,-180
STARLINK-3281,3,-90,-143
,1,-78,-180
STARLINK-3279,5,-90,-80
,1,68,-180
STARLINK-3274,2,-90,74
,1,-39,-180
STARLINK-3272,2,-90,69
,1,27,-180
STARLINK-3275,1,-90,120
,1,41,-180
STARLINK-3276,3,-90,-82
,1,-15,-180
STARLINK-3268,1,-90,-39
,1,-85,-180
STARLINK-3273,3,-90,7
,1,-18,-180
STARLINK-3259,4,-90,54
,1,24,-180
STARLINK-3261,3,-90,-14
,1,6,-180
STARLINK-3269,5,-90,132
,1,65,-180
STARLINK-3266,2,-90,164
,1,85,-180
STARLINK-3267,5,-90,-131
,1,-23,-180
STARLINK-3264,2,-90,-6
,1,-87,-180
STARLINK-3270,5,-90,-144
,1,16,-180
STARLINK-3235,4,-90,-131
,1,81,-180
STARLINK-3255,5,-90,-94
,1,-88,-180
STARLINK-3256,2,-90,161
,1,39,-180
STARLINK-3257,1,-90,64
,1,-40,-180
STARLINK-3254,5,-90,-128
,1,-80,-180
STARLINK-3260,4,-90,-91
,1,-87,-180
STARLINK-3258,5,-90,-77
,1,-10,-180
STARLINK-3262,1,-90,-173
,1,-7,-180
TURKSAT 5B,4,-90,149
,1,50,-180
INMARSAT 6-F1,1,-90,-150
,1,-79,-180
SHIYAN-12 01 (SY-12 01),4,-90,152
,1,-53,-180
SHIYAN-12 02 (SY-12 02),4,-90,-52
,1,74,-180
ZY-1 02E,3,-90,161
,1,-42,-180
XW-3 (CAS-9),4,-90,20
,1,13,-180
ONEWEB-0389,3,-90,-165
,1,-43,-180
ONEWEB-0390,3,-90,-11
,1,4,-180
ONEWEB-0391,4,-90,-128
,1,-86,-180
ONEWEB-0392,3,-90,121
,1,20,-180
ONEWEB-0393,2,-90,-9
,1,-55,-180
ONEWEB-0394,4,-90,-48
,1,-75,-180
ONEWEB-0395,4,-90,-91
,1,-51,-180
ONEWEB-0396,1,-90,150
,1,54,-180
ONEWEB-0397,4,-90,12
,1,16,-180
ONEWEB-0398,1,-90,169
,1,-81,-180
ONEWEB-0399,5,-90,-115
,1,5,-180
ONEWEB-0400,3,-90,43
,1,40,-180
ONEWEB-0401,5,-90,-106
,1,80,-180
ONEWEB-0402,3,-90,-133
,1,15,-180
ONEWEB-0403,3,-90,71
,1,12,-180
ONEWEB-0404,2,-90,-16
,1,41,-180
ONEWEB-0405,2,-90,170
,1,28,-180
ONEWEB-0406,5,-90,15
,1,-64,-180
ONEWEB-0407,3,-90,-31
,1,53,-180
ONEWEB-0409,2,-90,-96
,1,-69,-180
ONEWEB-0412,1,-90,-57
,1,-86,-180
ONEWEB-0413,4,-90,-124
,1,-84,-180
ONEWEB-0414,2,-90,-113
,1,-12,-180
ONEWEB-0417,2,-90,51
,1,-7,-180
ONEWEB-0418,4,-90,-114
,1,36,-180
ONEWEB-0419,3,-90,-127
,1,20,-180
ONEWEB-0420,2,-90,-116
,1,70,-180
ONEWEB-0421,5,-90,-153
,1,-81,-180
ONEWEB-0424,5,-90,-123
,1,77,-180
ONEWEB-0426,3,-90,165
,1,79,-180
ONEWEB-0427,4,-90,141
,1,36,-180
ONEWEB-0429,2,-90,-27
,1,59,-180
ONEWEB-0430,4,-90,153
,1,-56,-180
ONEWEB-0432,1,-90,-67
,1,18,-180
ONEWEB-0440,2,-90,-134
,1,61,-180
ONEWEB-0450,4,-90,147
,1,-37,-180
TIANHUI 4A,1,-90,-104
,1,-71,-180
TIANHUI 4B,3,-90,-94
,1,74,-180
TJS-9,2,-90,-156
,1,-89,-180
STARLINK-3323,3,-90,109
,1,-48,-180
STARLINK-3333,3,-90,-126
,1,1,-180
STARLINK-3335,1,-90,-19
,1,-30,-180
STARLINK-3355,1,-90,101
,1,-52,-180
STARLINK-3232,3,-90,110
,1,49,-180
STARLINK-3338,4,-90,10
,1,76,-180
STARLINK-3349,5,-90,135
,1,1,-180
STARLINK-3324,4,-90,-165
,1,33,-180
STARLINK-3234,4,-90,-175
,1,74,-180
STARLINK-3342,4,-90,85
,1,26,-180
STARLINK-3341,2,-90,132
,1,46,-180
STARLINK-3336,1,-90,45
,1,38,-180
STARLINK-3327,1,-90,-108
,1,-2,-180
STARLINK-3339,4,-90,114
,1,30,-180
STARLINK-3346,4,-90,5
,1,-90,-180
STARLINK-3343,3,-90,-179
,1,-17,-180
STARLINK-3334,1,-90,169
,1,-35,-180
STARLINK-3332,1,-90,94
,1,-24,-180
STARLINK-3329,3,-90,120
,1,-47,-180
STARLINK-3290,1,-90,-168
,1,-80,-180
STARLINK-3294,4,-90,29
,1,-31,-180
STARLINK-3278,2,-90,-51
,1,-85,-180
STARLINK-3299,5,-90,52
,1,57,-180
STARLINK-3328,4,-90,46
,1,62,-180
STARLINK-3331,4,-90,-12
,1,10,-180
STARLINK-3310,5,-90,-48
,1,71,-180
STARLINK-3330,2,-90,-176
,1,42,-180
STARLINK-3318,5,-90,167
,1,-5,-180
STARLINK-3322,2,-90,-35
,1,-90,-180
STARLINK-3320,2,-90,173
,1,16,-180
STARLINK-3295,2,-90,59
,1,51,-180
STARLINK-3300,5,-90,-80
,1,54,-180
STARLINK-3302,1,-90,48
,1,82,-180
STARLINK-3325,2,-90,-169
,1,-53,-180
STARLINK-3326,3,-90,-122
,1,-28,-180
STARLINK-3230,2,-90,-96
,1,-32,-180
STARLINK-3308,3,-90,-180
,1,-29,-180
STARLINK-3315,5,-90,8
,1,43,-180
STARLINK-3311,1,-90,-47
,1,70,-180
STARLINK-3312,5,-90,-156
,1,49,-180
STARLINK-3314,3,-90,-71
,1,83,-180
ION SCV-004,4,-90,1
,1,-29,-180
SICH-2-30 (SICH-2-1),5,-90,-38
,1,14,-180
HYPSO-1,4,-90,-170
,1,-17,-180
KEPLER-16 (ASTRAEUS),5,-90,-35
,1,-85,-180
ETV-A1,5,-90,-51
,1,22,-180
BRO-5,5,-90,-121
,1,62,-180
ICEYE-X14,3,-90,-87
,1,-18,-180
VZLUSAT-2,3,-90,-10
,1,77,-180
SHIYAN-13 (SY-13),3,-90,85
,1,26,-180
STARLINK-3366,1,-90,55
,1,-50,-180
STARLINK-3350,5,-90,40
,1,-22,-180
STARLINK-3176,5,-90,-82
,1,22,-180
STARLINK-3362,3,-90,-88
,1,60,-180
STARLINK-3358,3,-90,65
,1,46,-180
STARLINK-3344,2,-90,-42
,1,-49,-180
STARLINK-3173,1,-90,87
,1,-7,-180
STARLINK-3374,4,-90,-96
,1,15,-180
STARLINK-3372,2,-90,149
,1,-31,-180
STARLINK-3375,1,-90,-22
,1,-58,-180
STARLINK-3397,2,-90,41
,1,-40,-180
STARLINK-3243,2,-90,87
,1,74,-180
STARLINK-3391,3,-90,-49
,1,-26,-180
STARLINK-3394,2,-90,76
,1,-78,-180
STARLINK-3398,5,-90,-132
,1,-68,-180
STARLINK-3399,2,-90,2
,1,22,-180
STARLINK-3392,4,-90,-67
,1,86,-180
STARLINK-3389,4,-90,117
,1,-18,-180
STARLINK-3387,2,-90,34
,1,60,-180
STARLINK-3386,3,-90,-73
,1,69,-180
STARLINK-3370,1,-90,-84
,1,-83,-180
STARLINK-3400,3,-90,66
,1,-45,-180
STARLINK-3396,5,-90,-47
,1,58,-180
STARLINK-3395,2,-90,-9
,1,-47,-180
STARLINK-3388,4,-90,-55
,1,-63,-180
STARLINK-3393,4,-90,17
,1,-5,-180
STARLINK-3356,1,-90,32
,1,-42,-180
STARLINK-3183,1,-90,-83
,1,32,-180
STARLINK-3363,2,-90,-107
,1,87,-180
STARLINK-3253,1,-90,164
,1,-45,-180
STARLINK-3180,2,-90,-1
,1,19,-180
STARLINK-3177,4,-90,89
,1,-25,-180
STARLINK-3172,1,-90,-76
,1,-41,-180
STARLINK-3175,3,-90,8
,1,-53,-180
STARLINK-3179,3,-90,-96
,1,46,-180
STARLINK-3369,3,-90,-62
,1,10,-180
STARLINK-3184,1,-90,-34
,1,-49,-180
STARLINK-3185,3,-90,152
,1,-62,-180
STARLINK-3354,5,-90,-177
,1,-47,-180
STARLINK-3352,1,-90,-77
,1,-50,-180
STARLINK-3359,2,-90,-74
,1,-9,-180
STARLINK-3360,3,-90,121
,1,65,-180
STARLINK-3357,4,-90,91
,1,6,-180
STARLINK-3361,3,-90,-82
,1,37,-180
STARLINK-3364,2,-90,42
,1,2,-180
USA 324,1,-90,-126
,1,8,-180
USA 325,5,-90,-29
,1,10,-180
L-SAR 01A,1,-90,171
,1,12,-180
ASCENT,2,-90,165
,1,-7,-180
CSG-2,4,-90,148
,1,-50,-180
STARLINK-3181,2,-90,141
,1,3,-180
STARLINK-3166,3,-90,79
,1,-30,-180
STARLINK-3419,2,-90,120
,1,-82,-180
STARLINK-3189,5,-90,-145
,1,-1,-180
STARLINK-3401,2,-90,-105
,1,15,-180
STARLINK-3178,2,-90,-126
,1,-26,-180
STARLINK-3174,1,-90,-64
,1,13,-180
STARLINK-3182,3,-90,-29
,1,-78,-180
STARLINK-3415,5,-90,-19
,1,-49,-180
ONEWEB-0410,4,-90,156
,1,-67,-180
ONEWEB-0411,3,-90,-133
,1,45,-180
ONEWEB-0415,1,-90,121
,1,24,-180
ONEWEB-0416,3,-90,-109
,1,-3,-180
ONEWEB-0422,3,-90,119
,1,-4,-180
ONEWEB-0423,2,-90,55
,1,-50,-180
ONEWEB-0425,5,-90,73
,1,-7,-180
ONEWEB-0428,2,-90,-146
,1,0,-180
ONEWEB-0431,2,-90,96
,1,66,-180
ONEWEB-0434,5,-90,-150
,1,58,-180
ONEWEB-0435,5,-90,174
,1,55,-180
ONEWEB-0436,3,-90,162
,1,-73,-180
ONEWEB-0438,1,-90,-164
,1,39,-180
ONEWEB-0439,1,-90,-143
,1,-10,-180
ONEWEB-0442,4,-90,37
,1,15,-180
ONEWEB-0443,1,-90,38
,1,49,-180
ONEWEB-0444,3,-90,-168
,1,73,-180
ONEWEB-0445,3,-90,7
,1,5,-180
ONEWEB-0446,3,-90,-5
,1,82,-180
ONEWEB-0448,2,-90,-47
,1,-75,-180
ONEWEB-0449,4,-90,-149
,1,19,-180
ONEWEB-0451,4,-90,-173
,1,-22,-180
ONEWEB-0452,5,-90,-155
,1,48,-180
ONEWEB-0456,1,-90,-82
,1,80,-180
ONEWEB-0457,1,-90,-138
,1,67,-180
ONEWEB-0458,1,-90,-104
,1,26,-180
ONEWEB-0461,1,-90,-111
,1,-70,-180
ONEWEB-0463,1,-90,145
,1,46,-180
ONEWEB-0464,4,-90,-18
,1,87,-180
ONEWEB-0468,5,-90,136
,1,-16,-180
ONEWEB-0473,2,-90,-115
,1,-76,-180
ONEWEB-0474,4,-90,-145
,1,6,-180
ONEWEB-0475,3,-90,-134
,1,-22,-180
EOS-4,4,-90,39
,1,-57,-180
INSPIRESAT 1,5,-90,-142
,1,-10,-180
STARLINK-3528,4,-90,156
,1,-15,-180
STARLINK-3533,1,-90,98
,1,-72,-180
STARLINK-3543,4,-90,-147
,1,8,-180
STARLINK-3445,2,-90,109
,1,2,-180
STARLINK-3546,1,-90,-139
,1,42,-180
STARLINK-3540,1,-90,-78
,1,-63,-180
STARLINK-3526,1,-90,25
,1,-57,-180
STARLINK-3524,3,-90,-169
,1,-55,-180
STARLINK-3535,2,-90,-63
,1,-82,-180
STARLINK-3529,2,-90,89
,1,44,-180
STARLINK-3522,5,-90,-130
,1,55,-180
STARLINK-3527,2,-90,-149
,1,14,-180
STARLINK-3532,1,-90,37
,1,-7,-180
STARLINK-3523,4,-90,176
,1,28,-180
STARLINK-3514,2,-90,88
,1,62,-180
STARLINK-3518,5,-90,-25
,1,2,-180
STARLINK-3525,2,-90,-14
,1,-5,-180
STARLINK-3450,1,-90,22
,1,-25,-180
STARLINK-3517,5,-90,-72
,1,-41,-180
STARLINK-3447,5,-90,105
,1,-38,-180
STARLINK-3509,3,-90,-129
,1,52,-180
STARLINK-3515,3,-90,152
,1,-68,-180
STARLINK-3516,5,-90,-167
,1,-90,-180
STARLINK-3500,5,-90,-4
,1,47,-180
STARLINK-3520,1,-90,-164
,1,14,-180
STARLINK-3521,4,-90,-109
,1,24,-180
STARLINK-3512,3,-90,40
,1,-12,-180
STARLINK-3452,4,-90,-49
,1,-73,-180
STARLINK-3449,3,-90,71
,1,-55,-180
STARLINK-3502,1,-90,99
,1,89,-180
STARLINK-3446,1,-90,-104
,1,-66,-180
STARLINK-3501,5,-90,39
,1,25,-180
STARLINK-3451,2,-90,127
,1,20,-180
STARLINK-3505,1,-90,-15
,1,80,-180
STARLINK-3506,4,-90,59
,1,3,-180
STARLINK-3511,2,-90,-69
,1,-45,-180
STARLINK-3507,4,-90,-118
,1,75,-180
STARLINK-3457,2,-90,-54
,1,-66,-180
STARLINK-3460,3,-90,90
,1,-56,-180
STARLINK-3513,1,-90,96
,1,-6,-180
STARLINK-3459,5,-90,14
,1,26,-180
STARLINK-3458,3,-90,135
,1,48,-180
STARLINK-3456,4,-90,29
,1,-57,-180
STARLINK-3622,3,-90,-121
,1,41,-180
STARLINK-3621,2,-90,10
,1,40,-180
STARLINK-3612,1,-90,83
,1,76,-180
STARLINK-3614,4,-90,170
,1,-7,-180
STARLINK-3623,1,-90,171
,1,50,-180
STARLINK-3624,5,-90,83
,1,-26,-180
STARLINK-3629,4,-90,159
,1,-81,-180
STARLINK-3620,5,-90,129
,1,60,-180
STARLINK-3608,4,-90,168
,1,57,-180
STARLINK-3625,3,-90,-110
,1,77,-180
STARLINK-3615,1,-90,-4
,1,-2,-180
STARLINK-3611,4,-90,61
,1,-14,-180
STARLINK-3617,3,-90,50
,1,-34,-180
STARLINK-3580,1,-90,-97
,1,72,-180
STARLINK-3616,4,-90,19
,1,-48,-180
STARLINK-3628,3,-90,-43
,1,69,-180
STARLINK-3632,4,-90,159
,1,14,-180
STARLINK-3646,3,-90,-171
,1,38,-180
STARLINK-3638,2,-90,-151
,1,77,-180
STARLINK-3619,4,-90,160
,1,19,-180
STARLINK-3641,5,-90,-72
,1,-8,-180
STARLINK-3639,1,-90,-16
,1,59,-180
STARLINK-3631,3,-90,-78
,1,-19,-180
STARLINK-3602,5,-90,-174
,1,88,-180
STARLINK-3626,3,-90,52
,1,40,-180
STARLINK-3633,5,-90,-50
,1,18,-180
STARLINK-3573,2,-90,174
,1,24,-180
STARLINK-3586,1,-90,170
,1,-90,-180
STARLINK-3634,4,-90,106
,1,12,-180
STARLINK-3637,1,-90,40
,1,16,-180
STARLINK-3592,3,-90,179
,1,-6,-180
STARLINK-3557,1,-90,-55
,1,54,-180
STARLINK-3544,5,-90,-8
,1,-11,-180
STARLINK-3601,3,-90,-84
,1,12,-180
STARLINK-3605,4,-90,-109
,1,28,-180
STARLINK-3606,3,-90,-103
,1,33,-180
STARLINK-3609,2,-90,-40
,1,-72,-180
STARLINK-3607,3,-90,41
,1,-85,-180
STARLINK-3613,4,-90,-156
,1,-15,-180
STARLINK-3569,5,-90,-69
,1,-17,-180
STARLINK-3610,1,-90,-139
,1,-49,-180
STARLINK-3552,5,-90,152
,1,-6,-180
STARLINK-3599,3,-90,-120
,1,57,-180
STARLINK-3604,1,-90,-140
,1,46,-180
STARLINK-3603,4,-90,107
,1,59,-180
L-SAR 01B,1,-90,-26
,1,43,-180
JILIN-1 GAOFEN 03D14,5,-90,57
,1,35,-180
JILIN-1 GAOFEN 03D16,4,-90,150
,1,81,-180
JILIN-1 GAOFEN 03D11,3,-90,169
,1,-7,-180
JILIN-1 GAOFEN 03D17,4,-90,74
,1,75,-180
JILIN-1 GAOFEN 03D15,4,-90,169
,1,34,-180
JILIN-1 GAOFEN 03D10,1,-90,126
,1,33,-180
JILIN-1 GAOFEN 03D12,5,-90,-163
,1,-32,-180
JILIN-1 GAOFEN 03D18,3,-90,121
,1,72,-180
JILIN-1 GAOFEN 03D13,5,-90,109
,1,17,-180
STRIX-BETA,3,-90,-111
,1,-10,-180
GOES 18,5,-90,111
,1,-25,-180
STARLINK-3542,5,-90,-44
,1,78,-180
STARLINK-3539,5,-90,121
,1,25,-180
STARLINK-3541,5,-90,-81
,1,-33,-180
STARLINK-3545,3,-90,69
,1,-60,-180
STARLINK-3568,3,-90,-107
,1,86,-180
STARLINK-3571,3,-90,-3
,1,-57,-180
STARLINK-3563,2,-90,5
,1,77,-180
STARLINK-3560,5,-90,174
,1,69,-180
STARLINK-3559,2,-90,-63
,1,0,-180
STARLINK-3562,5,-90,91
,1,2,-180
STARLINK-3508,3,-90,-169
,1,-2,-180
STARLINK-3555,5,-90,-94
,1,-60,-180
STARLINK-3548,4,-90,110
,1,-35,-180
STARLINK-3503,2,-90,89
,1,-9,-180
STARLINK-3553,3,-90,160
,1,-49,-180
STARLINK-3590,2,-90,-5
,1,-79,-180
STARLINK-3578,4,-90,126
,1,26,-180
STARLINK-3588,2,-90,-175
,1,28,-180
STARLINK-3591,1,-90,64
,1,-54,-180
STARLINK-3567,1,-90,-49
,1,4,-180
STARLINK-3554,1,-90,-160
,1,12,-180
STARLINK-3582,2,-90,136
,1,-37,-180
STARLINK-3574,5,-90,-29
,1,42,-180
STARLINK-3585,3,-90,105
,1,-80,-180
STARLINK-3583,5,-90,-125
,1,24,-180
STARLINK-3556,4,-90,162
,1,25,-180
STARLINK-3575,2,-90,172
,1,17,-180
STARLINK-3572,3,-90,-164
,1,-14,-180
STARLINK-3566,5,-90,-36
,1,24,-180
STARLINK-3504,5,-90,-89
,1,-79,-180
STARLINK-3570,4,-90,-57
,1,65,-180
STARLINK-3576,3,-90,117
,1,67,-180
STARLINK-3577,3,-90,-133
,1,-60,-180
STARLINK-3584,1,-90,7
,1,21,-180
STARLINK-3565,5,-90,-143
,1,-45,-180
STARLINK-3551,4,-90,-20
,1,-82,-180
STARLINK-3536,2,-90,179
,1,-2,-180
STARLINK-3547,3,-90,-11
,1,-61,-180
STARLINK-3549,2,-90,37
,1,-47,-180
STARLINK-3587,3,-90,100
,1,26,-180
STARLINK-3579,4,-90,126
,1,50,-180
STARLINK-3595,3,-90,166
,1,-82,-180
STARLINK-3594,2,-90,-64
,1,-57,-180
STARLINK-3593,4,-90,37
,1,-77,-180
STARLINK-3598,2,-90,167
,1,-85,-180
STARLINK-3597,5,-90,129
,1,-71,-180
2022-023A,3,-90,-87
,1,34,-180
2022-023B,5,-90,-169
,1,45,-180
2022-023C,1,-90,28
,1,88,-180
2022-023D,5,-90,167
,1,-41,-180
2022-023E,2,-90,-67
,1,-68,-180
2022-023F,3,-90,76
,1,-14,-180
STARLINK-3700,2,-90,-103
,1,-50,-180
STARLINK-3694,1,-90,-13
,1,3,-180
STARLINK-3692,1,-90,127
,1,-23,-180
STARLINK-3704,5,-90,-143
,1,-14,-180
STARLINK-3691,4,-90,-137
,1,77,-180
STARLINK-3697,4,-90,-36
,1,89,-180
STARLINK-3675,2,-90,92
,1,34,-180
STARLINK-3690,3,-90,161
,1,28,-180
STARLINK-3696,1,-90,-6
,1,-58,-180
STARLINK-3699,1,-90,2
,1,-7,-180
STARLINK-3681,3,-90,165
,1,69,-180
STARLINK-3680,2,-90,17
,1,30,-180
STARLINK-3677,5,-90,-99
,1,-78,-180
STARLINK-3669,2,-90,-161
,1,-90,-180
STARLINK-3671,2,-90,-84
,1,38,-180
STARLINK-3679,2,-90,-28
,1,24,-180
STARLINK-3672,3,-90,-58
,1,-8,-180
STARLINK-3674,1,-90,-56
,1,8,-180
STARLINK-3663,2,-90,-92
,1,-84,-180
STARLINK-3660,4,-90,170
,1,48,-180
STARLINK-3656,2,-90,-147
,1,42,-180
STARLINK-3649,5,-90,-31
,1,-72,-180
STARLINK-3635,3,-90,32
,1,41,-180
STARLINK-3655,5,-90,-52
,1,-16,-180
STARLINK-3664,5,-90,-27
,1,-17,-180
STARLINK-3651,2,-90,-98
,1,65,-180
STARLINK-3645,2,-90,159
